Slice,Mean
2138,476.394
2139,495.38
2140,452.601
2141,435.615
2142,416.409
2143,457.678
2144,502.442
2145,473.928
2146,472.111
2147,423.317
2148,457.659
2149,431.048
2150,468.673
2151,509.625
2152,458.88
2153,476.303
2154,471.976
2155,453.688
2156,444.913
2157,481.399
2158,498.51
2159,462.952
2160,463.668
2161,448.909
2162,421.755
2163,478.966
2164,478.298
2165,454.981
2166,475.442
2167,458.596
2168,435.062
2169,489.029
2170,491.264
2171,522.236
2172,482.721
2173,411.12
2174,450.024
2175,465.418
2176,478.091
2177,479.861
2178,485.885
2179,469.038
2180,450.168
2181,424.317
2182,468.486
2183,479.582
2184,486.019
2185,456.688
2186,457.861
2187,468.88
2188,487.644
2189,482.279
2190,498.178
2191,462.885
2192,487.236
2193,438.067
2194,459.591
2195,484.87
2196,454.846
2197,460.798
2198,452.264
2199,446.106
2200,481.452
2201,494.048
2202,483.322
2203,488.827
2204,487.356
2205,433.308
2206,460.928
2207,454.861
2208,497.466
2209,433.245
2210,405.135
2211,430.702
2212,441.981
2213,516.697
2214,507.269
2215,448.447
2216,467.197
2217,459.63
2218,414.072
2219,494.317
2220,471.014
2221,497.692
2222,443.553
2223,430.952
2224,458.952
2225,451.707
2226,499.846
2227,514.942
2228,482.25
2229,457.062
2230,447.668
2231,410.101
2232,458.615
2233,481.716
2234,465.01
2235,456.51
2236,421.279
2237,442.139
2238,474.096
2239,479.471
2240,460.332
2241,459.899
2242,447.38
2243,416.394
2244,476.087
2245,517.058
2246,459.385
2247,434.63
2248,471.755
2249,432.904
2250,470.12
2251,498.779
2252,507.394
2253,469.683
2254,430.837
2255,428.317
2256,449.644
2257,465.231
2258,481.188
2259,471.909
2260,451.904
2261,424.341
2262,430.428
2263,491.12
2264,487.774
2265,491.202
2266,427.452
2267,450.375
2268,431.457
2269,466.303
2270,466.308
2271,503.005
2272,437
2273,401.418
2274,426.841
2275,446.668
2276,475.947
2277,465.154
2278,447.591
2279,474.183
2280,454.269
2281,471.423
2282,468.413
2283,494.51
2284,460.288
2285,474.88
2286,442.462
2287,444.082
2288,455.019
2289,493.298
2290,495.572
2291,476.043
2292,440.736
2293,462.514
2294,469.793
2295,482.188
2296,486.625
2297,465.654
2298,457.389
2299,451.726
2300,435.683
2301,507.236
2302,528.971
2303,482.851
2304,505.25
2305,468.433
2306,466.365
2307,497.928
2308,509.486
2309,470.553
2310,456.428
2311,435.447
2312,439.014
2313,471.288
2314,463.139
2315,453.764
2316,458.784
2317,460.37
2318,432.385
2319,424.476
2320,463.255
2321,475.192
2322,471.692
2323,417.644
2324,385.986
2325,415.274
2326,411.88
2327,442.596
2328,467.591
2329,484.596
2330,432.827
2331,436.375
2332,426.038
2333,417.51
2334,456.572
2335,497.688
2336,453.361
2337,425.072
2338,447.62
2339,434.178
2340,464.611
2341,477.611
2342,460.332
2343,405.76
2344,421.442
2345,438.476
2346,462.635
2347,482.346
2348,444.264
2349,437.308
2350,425.404
2351,451.423
2352,450.635
2353,508.861
2354,503.409
2355,451.077
2356,484.649
2357,419.596
2358,457.471
2359,493.385
2360,465.062
2361,454.255
2362,413.038
2363,377.125
2364,405.154
2365,474.332
2366,502.298
2367,485.663
2368,466.808
2369,455.293
2370,440.5
2371,473.543
2372,496.173
2373,475.745
2374,460.76
2375,457.572
2376,442.615
2377,409.01
2378,495.889
2379,463.755
2380,457.312
2381,460.745
2382,433.486
2383,438.25
2384,479.683
2385,494.784
2386,483.76
2387,423.99
2388,487.5
2389,463.774
2390,476.553
2391,489.303
2392,502.702
2393,473.197
2394,462.341
2395,462.505
2396,412.817
2397,471.865
2398,446.745
2399,467.356
2400,449.933
2401,430.058
2402,413.284
2403,475.197
2404,457.817
2405,461.505
2406,454.452
2407,416.077
2408,395.038
2409,442.072
2410,522.404
2411,492.745
2412,484.471
2413,439.462
2414,409.611
2415,390.413
2416,487.663
2417,415.447
2418,479.856
2419,436.135
2420,457.019
2421,389.538
2422,469.264
2423,489.293
2424,449.788
2425,466.986
2426,425.087
2427,414.688
2428,450.341
2429,488.976
2430,476.913
2431,431.558
2432,413.01
2433,429.255
2434,410.389
2435,441.087
2436,476.553
2437,448.885
2438,476.788
2439,412.856
2440,419.375
2441,409.697
2442,485.202
2443,483.529
2444,511.207
2445,422.832
2446,454.538
2447,413.284
2448,430.197
2449,480.731
2450,493.221
2451,424.029
2452,424.87
2453,396.933
2454,426.288
2455,440.452
2456,457.062
2457,446.856
2458,425.889
2459,409.25
2460,404.154
2461,470.865
2462,445.966
2463,457.49
2464,386.144
2465,425.087
2466,429.135
2467,448.173
2468,490.24
2469,490.519
2470,443.207
2471,409.611
2472,424.087
2473,417.221
2474,492.538
2475,502.149
2476,432.726
2477,438.144
2478,425.952
2479,452.486
2480,517.538
2481,483.505
2482,465.452
2483,424.043
2484,465.293
2485,427.885
2486,475.269
2487,489.106
2488,465.736
2489,470.909
2490,483.971
2491,485
2492,484.736
2493,481.418
2494,464.683
2495,481.966
2496,461.062
2497,439.712
2498,474.399
2499,515.385
2500,527.678
2501,483.062
2502,466.88
2503,481.38
2504,462.106
2505,508.154
2506,482.673
2507,479.851
2508,457.851
2509,442.082
2510,404.75
2511,454.534
2512,486.966
2513,496.072
2514,464.279
2515,473.784
2516,430.726
2517,446.803
2518,500.13
2519,485.505
2520,523.721
2521,445.788
2522,440.096
2523,441.817
2524,449.404
2525,492.067
2526,475.947
2527,456.865
2528,441.74
2529,402.899
2530,465.375
2531,458.361
2532,452.63
2533,444.707
2534,449.798
2535,430.779
2536,395.014
2537,472.875
2538,486.726
2539,443.644
2540,447.034
2541,437.913
2542,430.75
2543,439.716
2544,480.452
2545,486.269
2546,455.043
2547,440.942
2548,434.702
2549,426.067
2550,509.851
2551,475.683
2552,455.337
2553,439.812
2554,424.048
2555,433.817
2556,459.298
2557,511.255
2558,476.938
2559,430.673
2560,432.245
2561,414.034
2562,453.875
2563,527.889
2564,502.971
2565,462.904
2566,455.558
2567,414.159
2568,415
2569,457.135
2570,494.409
2571,490.625
2572,424.394
2573,445.649
2574,444.688
2575,444.87
2576,515.101
2577,469.644
2578,483.019
2579,446.558
2580,439.375
2581,427.75
2582,475.986
2583,475.005
2584,445.394
2585,450.428
2586,430.125
2587,419.957
2588,477.635
2589,498.774
2590,502.846
2591,482.26
2592,430.13
2593,449.183
2594,445.471
2595,488.611
2596,474.909
2597,485.668
2598,476.755
2599,425.413
2600,423.707
2601,500.168
2602,471.087
2603,469.562
2604,441.639
2605,435.49
2606,457.279
2607,498.688
2608,483.433
2609,482.245
2610,428.519
2611,447.077
2612,444.481
2613,492.591
2614,476.082
2615,470.841
2616,436.966
2617,424.928
2618,440.091
2619,453.24
2620,493.418
2621,540.462
2622,465.447
2623,446.13
2624,474.76
2625,458.029
2626,484.457
2627,490.375
2628,488.923
2629,472.928
2630,440.736
2631,423.712
2632,464.399
2633,446.462
2634,467.442
2635,419.034
2636,430.144
2637,441.721
2638,455.308
2639,485.659
2640,465.091
2641,491.707
2642,429.082
2643,423.788
2644,431.779
2645,485.12
2646,489.111
2647,494.88
2648,458.519
2649,451.183
2650,421.361
2651,447.668
2652,475.351
2653,496.577
2654,472.49
2655,468.029
2656,427.462
2657,432.192
2658,468.558
2659,484.995
2660,490.668
2661,514.481
2662,454.173
2663,479.716
2664,445.822
2665,493.51
2666,517.245
2667,465.135
2668,465.51
2669,451.577
2670,445.88
2671,465.327
2672,478.37
2673,509.99
2674,432.231
2675,449.389
2676,486.514
2677,488.221
2678,509.942
2679,481.13
2680,491.101
2681,434.457
2682,475.264
2683,439.418
2684,501.726
2685,515.135
2686,507.279
2687,429.269
2688,406.981
2689,428.74
2690,451.51
2691,502.976
2692,478.221
2693,454.111
2694,439.312
2695,454.716
2696,470.74
2697,492.562
2698,515.827
2699,470.577
2700,486.317
2701,436.452
2702,439.875
2703,485.635
2704,495.933
2705,509.692
2706,450.12
2707,471.654
2708,447.875
2709,441.971
2710,502.49
2711,504.596
2712,480.851
2713,449.721
2714,451.466
2715,434.538
2716,490.139
2717,519.207
2718,485.519
2719,486.091
2720,448.5
2721,464.5
2722,486.038
2723,510.606
2724,526.12
2725,515.332
2726,483.317
2727,434.135
2728,438.577
2729,495.798
2730,470.341
2731,495.25
2732,444.144
2733,448.957
2734,431.034
2735,440.317
2736,516.255
2737,456.702
2738,433.49
2739,419.322
2740,410.024
2741,439.072
2742,483.663
2743,485.591
2744,503.899
2745,447.188
2746,472.942
2747,423.625
2748,496.688
2749,481.019
2750,493.837
2751,467.625
2752,453.534
2753,428.986
2754,486.981
2755,480.317
2756,492.062
2757,459.072
2758,483.764
2759,483.029
2760,532.817
2761,471.827
2762,516.125
2763,452.962
2764,464.231
2765,433.745
2766,464.981
2767,473.938
2768,470.091
2769,471.644
2770,437.995
2771,414.111
2772,454.538
2773,461.351
2774,494.851
2775,504.139
2776,431.861
2777,423.764
2778,429.736
2779,506.38
2780,464.029
2781,488.034
2782,431.707
2783,457.726
2784,398.808
2785,474.087
2786,466.721
2787,440.207
2788,444.486
2789,417.25
2790,414.49
2791,476.274
2792,485.471
2793,506.101
2794,429.13
2795,460.841
2796,432.591
2797,476.423
2798,495.043
2799,476.13
2800,474.413
2801,437.043
2802,445.01
2803,421.298
2804,439.091
2805,472.173
2806,439.952
2807,392.663
2808,415.784
2809,435.356
2810,442.952
2811,456.062
2812,472.625
2813,453.279
2814,460.673
2815,444.418
2816,493.904
2817,471.438
2818,502.543
2819,466.822
2820,439.769
2821,480.438
2822,472.952
2823,504.202
2824,500.688
2825,465.817
2826,454.577
2827,464.135
2828,442.745
2829,469.803
2830,484.087
2831,483.197
2832,471.087
2833,420.529
2834,439.716
2835,515.077
2836,512.659
2837,479.51
2838,465.245
2839,418.702
2840,450.356
2841,431.312
2842,504.543
2843,467.774
2844,440.495
2845,457.024
2846,409.154
2847,427.971
2848,478.072
2849,463.144
2850,417.038
2851,390.288
2852,409.562
2853,418.524
2854,462.663
2855,476.639
2856,408.034
2857,430.188
2858,419.192
2859,440.423
2860,483.962
2861,477.418
2862,415.409
2863,408.808
2864,419.812
2865,427.822
2866,451.038
2867,466.596
2868,456.486
2869,416.615
2870,409.981
2871,464.274
2872,487.067
2873,463.697
2874,454.538
2875,451.659
2876,408.269
2877,477.74
2878,451.851
2879,466.889
2880,428.212
2881,437.538
2882,407.865
2883,380.26
2884,451.649
2885,458.082
2886,443.404
2887,433.303
2888,418.135
2889,425.976
2890,437.654
2891,402.62
2892,434.875
2893,414.438
2894,381.221
2895,392.981
2896,399.51
2897,453.038
2898,458.688
2899,464.663
2900,445.639
2901,426.856
2902,403.5
2903,499.538
2904,462.534
2905,487.947
2906,453.062
2907,429.731
2908,411
2909,461.106
2910,490.697
2911,492.082
2912,449.519
2913,445.798
2914,457.774
2915,453.293
2916,448.12
2917,490.115
2918,509.308
2919,478.433
2920,436.423
2921,423.385
2922,421.072
2923,475.034
2924,498.192
2925,469.38
2926,441.928
2927,459.197
2928,420.601
2929,464.01
2930,493.966
2931,469.832
2932,475.231
2933,420.096
2934,427.183
2935,415.399
2936,438.418
2937,505.077
2938,476.721
2939,444.236
2940,426.284
2941,401.87
2942,421.832
2943,466.587
2944,465.005
2945,443.014
2946,462.668
2947,424.534
2948,421.293
2949,435.24
2950,443.034
2951,447.678
2952,446.404
2953,397.51
2954,414.673
2955,398.067
2956,456.514
2957,489.928
2958,461.284
2959,452.231
2960,415.712
2961,410.966
2962,426.644
2963,440.88
2964,496.649
2965,456.149
2966,417.774
2967,413.971
2968,403.683
2969,444.481
2970,472.986
2971,451.548
2972,422.611
2973,387.452
2974,406.841
2975,412.24
2976,449.827
2977,471.899
2978,486.707
2979,424.433
2980,418.183
2981,455.702
2982,458.99
2983,503.865
2984,478.798
2985,426.707
2986,454.327
2987,417.745
2988,412.413
2989,431.755
2990,489.038
2991,484.731
2992,452.014
2993,426.351
2994,404.649
2995,435.409
2996,481.13
2997,478.904
2998,470.471
2999,408.558
3000,391.745
3001,407.764
3002,423.356
3003,469.178
3004,484.798
3005,471.212
3006,432.659
3007,404.466
3008,415.173
3009,454.476
3010,458.139
3011,471
3012,425.024
3013,431.913
3014,383.803
3015,410.428
3016,422.957
3017,453.308
3018,451.995
3019,438.269
3020,375.918
3021,411.558
3022,359.832
3023,388.404
3024,418.981
3025,462.721
3026,428.481
3027,432.49
3028,404.688
3029,405.567
3030,419.034
3031,442.712
3032,463.928
3033,448.433
3034,425.62
3035,385.644
3036,413.38
3037,425.577
3038,460.712
3039,441.644
3040,416.514
3041,413.558
3042,396.995
3043,438.755
3044,478.538
3045,466.178
3046,481.274
3047,398.423
3048,430.312
3049,445.514
3050,444.966
3051,453.716
3052,458.332
3053,439.683
3054,434.197
3055,448.197
3056,493.764
3057,411.812
3058,461.803
3059,457.24
3060,423.13
3061,446.865
3062,496.192
3063,468.933
3064,480.062
3065,428.486
3066,391.712
3067,442.404
3068,431.865
3069,494.062
3070,478.438
3071,464.962
3072,411.971
3073,433.726
3074,393.394
3075,399.346
3076,463.519
3077,439.707
3078,442.894
3079,428.154
3080,422.774
3081,391.572
3082,428.284
3083,443.736
3084,394.274
3085,421.702
3086,388.091
3087,416.688
3088,423.038
3089,462.625
3090,485.183
3091,428.75
3092,412.688
3093,424.125
3094,406.688
3095,426.293
3096,431.284
3097,460.471
3098,440.793
3099,427.726
3100,405.072
3101,383.534
3102,449.048
3103,449.115
3104,473.462
3105,422.721
3106,388.606
3107,397.582
3108,405.207
3109,445.558
3110,458.413
3111,424.88
3112,379.601
3113,376.995
3114,386.115
3115,390.312
3116,413.197
3117,435.303
3118,415.25
3119,391.144
3120,395.264
3121,370.418
3122,416.101
3123,435.409
3124,430.183
3125,414.274
3126,374.947
3127,402.029
3128,383.409
3129,377.875
3130,407.529
3131,408.688
3132,413.639
3133,372.688
3134,397.274
3135,365.99
3136,367.125
3137,408.13
3138,414.192
3139,409.851
3140,361.014
3141,344.668
3142,354.308
3143,379.053
3144,398.832
3145,390.784
3146,378.558
3147,390.697
3148,351.034
3149,368.048
3150,336.385
3151,397.683
3152,388.087
3153,373.962
3154,406.678
3155,394.438
3156,379.245
3157,362.101
3158,394.543
3159,433.154
3160,392.024
3161,381.264
3162,368.976
3163,350.716
3164,358.274
3165,385.438
3166,396.005
3167,376.322
3168,374.308
3169,359.072
3170,330.995
3171,336.12
3172,319.423
3173,385.534
3174,394.361
3175,357.183
3176,393.091
3177,349.096
3178,340.106
3179,351.226
3180,370.25
3181,406.375
3182,389.418
3183,398.731
3184,372.12
3185,387.726
3186,390.317
3187,434.25
3188,452.505
3189,471.923
3190,494.981
3191,432.466
3192,405.438
3193,402.76
3194,433.865
3195,447.053
3196,474.784
3197,436.418
3198,401.99
3199,374.048
3200,357.731
3201,422.534
3202,449.077
3203,410.601
3204,405.139
3205,363.51
3206,349.154
3207,375.375
3208,445.774
3209,419.375
3210,414.846
3211,409.635
3212,370.25
3213,373.154
3214,373.803
3215,392.361
3216,406.423
3217,383.596
3218,423.188
3219,366.37
3220,355.327
3221,376.808
3222,382.981
3223,387.159
3224,391.793
3225,341.067
3226,343.673
3227,344.51
3228,346.779
3229,385.577
3230,376.264
3231,387.875
3232,364.452
3233,359.986
3234,365.255
3235,378.553
3236,390.688
3237,396.005
3238,361.12
3239,405.413
3240,352.692
3241,358.457
3242,365.058
3243,370.101
3244,399.615
3245,396
3246,397.697
3247,379.625
3248,375.856
3249,380.365
3250,399.562
3251,397.322
3252,375.13
3253,351.404
3254,351.082
3255,307.957
3256,350.163
3257,392.361
3258,405.88
3259,396.332
3260,372.139
3261,379.707
3262,345.385
3263,363.572
3264,339.519
3265,386.913
3266,398.096
3267,341.361
3268,380.861
3269,374.615
3270,359.356
3271,374.356
3272,376.957
3273,391.635
3274,364.308
3275,358.812
3276,363.255
3277,352.596
3278,383.99
3279,401.519
3280,368.399
3281,383.918
3282,373.587
3283,364.428
3284,341.75
3285,350.053
3286,360.812
3287,388.707
3288,370.726
3289,379.63
3290,363.798
3291,344.788
3292,334.014
3293,392.413
3294,393.957
3295,383.87
3296,385.442
3297,392.274
3298,375.25
3299,354.88
3300,364.423
3301,420.183
3302,442.389
3303,367.529
3304,364.524
3305,363.769
3306,353.697
3307,373.043
3308,394.341
3309,434.606
3310,400.87
3311,373.591
3312,374.587
3313,370.567
3314,325.298
3315,374.067
3316,410.942
3317,409.236
3318,403.13
3319,369.74
3320,406.87
3321,440.865
3322,503.462
3323,468.856
3324,500.12
3325,456.683
3326,438.457
3327,416.005
3328,405.928
3329,429.538
3330,411.433
3331,440.543
3332,404.995
3333,352.938
3334,380.298
3335,392.808
3336,421.144
3337,436.971
3338,428.928
3339,416.639
3340,356.221
3341,360.625
3342,379.938
3343,390.889
3344,392.212
3345,424.216
3346,383.024
3347,385.178
3348,356.216
3349,362.413
3350,388.538
3351,402.587
3352,410.688
3353,401.952
3354,346.889
3355,358.389
3356,357.385
3357,383.346
3358,402.135
3359,380.37
3360,401.942
3361,375.423
3362,376.072
3363,369.062
3364,383.812
3365,404.264
3366,385.894
3367,390.51
3368,343.678
3369,351.423
3370,316.351
3371,318.207
3372,387.971
3373,422.611
3374,363.144
3375,387.885
3376,365.216
3377,339.452
3378,326.365
3379,400.005
3380,404.111
3381,350.63
3382,386.808
3383,352.053
3384,350.986
3385,384.962
3386,375.957
3387,404.952
3388,396.303
3389,424.188
3390,384.457
3391,374.303
3392,376.755
3393,417.827
3394,449.692
3395,437.452
3396,431.692
3397,382.106
3398,390.404
3399,366.947
3400,376.649
3401,407.37
3402,429.014
3403,396.769
3404,394.375
3405,402.683
3406,355.923
3407,424.856
3408,422.947
3409,386.361
3410,397.529
3411,389.788
3412,385.072
3413,345.168
3414,337.707
3415,393.029
3416,377.312
3417,394.067
3418,346.361
3419,332.231
3420,333.639
3421,338.505
3422,353.337
3423,393.74
3424,416.091
3425,381.702
3426,378.01
3427,336.923
3428,374.264
3429,348.005
3430,401.327
3431,338.769
3432,383.495
3433,379.534
3434,396.476
3435,391.072
3436,399.923
3437,353.231
3438,338.986
3439,337.466
3440,332.861
3441,380.784
3442,410.649
3443,399.288
3444,401.904
3445,355.389
3446,332.168
3447,341.178
3448,356.913
3449,389.168
3450,375.644
3451,336.812
3452,348.817
3453,330.087
3454,368.784
3455,379.231
3456,380.12
3457,390.284
3458,379.51
3459,383.51
3460,343.029
3461,346.173
3462,342.308
3463,352.668
3464,359.774
3465,357.635
3466,338.49
3467,370.534
3468,323.918
3469,371.514
3470,388.288
3471,400.438
3472,345.803
3473,408.601
3474,369.615
3475,358.692
3476,350.865
3477,377.452
3478,388.832
3479,389.731
3480,339.861
3481,366.13
3482,369.851
3483,404.125
3484,417.692
3485,392.865
3486,349.606
3487,389.26
3488,328.716
3489,369.413
3490,338.837
3491,341.462
3492,400.029
3493,352.538
3494,367.135
3495,371.385
3496,343.101
3497,372.976
3498,374.303
3499,376.125
3500,415.726
3501,386.793
3502,358.76
3503,381.601
3504,353.875
3505,331.038
3506,345.779
3507,358.173
3508,385.784
3509,348.764
3510,343.476
3511,350.928
3512,378.447
3513,373.913
3514,341.774
3515,357.822
3516,388.668
3517,397.154
3518,384.043
3519,366.918
3520,327.418
3521,358.721
3522,355.808
3523,390.264
3524,394.062
3525,416.683
3526,379.476
3527,346.409
3528,343.933
3529,402.5
3530,365.01
3531,350.317
3532,391.99
3533,390.399
3534,341.356
3535,351.457
3536,357.822
3537,332.346
3538,387.505
3539,379.457
3540,389.135
3541,402.183
3542,376.466
3543,386.673
3544,366.649
3545,350.188
3546,344.938
3547,362.101
3548,358.168
3549,350.938
3550,324.236
3551,370.207
3552,373.846
3553,338.183
3554,345.808
3555,361.298
3556,429.077
3557,405.514
3558,368.005
3559,357.558
3560,333.298
3561,375.957
3562,361.716
3563,329.188
3564,371.726
3565,363.615
3566,374.538
3567,372.524
3568,389.899
3569,351.471
3570,330.649
3571,322.462
3572,360.495
3573,342.356
3574,402.697
3575,380.51
3576,383.668
3577,362.111
3578,366.471
3579,348.356
3580,338.673
3581,370.971
3582,353.918
3583,351.096
3584,340.245
3585,330.173
3586,366.663
3587,415.764
3588,415.529
3589,375.774
3590,393.356
3591,356.87
3592,316.327
3593,373.077
3594,426.909
3595,412.183
3596,438.125
3597,410.486
3598,437.048
3599,370.495
3600,357.413
3601,380.716
3602,379.361
3603,374.207
3604,421.798
3605,361.99
3606,348.663
3607,399.774
3608,362.659
3609,388.221
3610,382.688
3611,360.034
3612,370.269
3613,367.26
3614,348.966
3615,336.938
3616,353.236
3617,398.716
3618,380.125
3619,391.038
3620,342.918
3621,332.043
3622,334.317
3623,370.793
3624,401.534
3625,392.356
3626,361.99
3627,320.38
3628,341.938
3629,365.327
3630,375.269
3631,358.139
3632,400.587
3633,342.519
3634,374.389
3635,353.524
3636,344.26
3637,347.038
3638,370.673
3639,372.87
3640,391.894
3641,381.673
3642,370.649
3643,382.438
3644,382.639
3645,375.673
3646,357.587
3647,389.548
3648,384.442
3649,381.837
3650,363.226
3651,338.587
3652,344.803
3653,412.721
3654,426.62
3655,400.49
3656,374.606
3657,386.447
3658,352.942
3659,349.582
3660,372.582
3661,368.692
3662,377.894
3663,402.899
3664,352.409
3665,339.188
3666,370.942
3667,392.63
3668,359.745
3669,375.736
3670,346.014
3671,357.428
3672,337.832
3673,366.486
3674,379.312
3675,390.471
3676,401.394
3677,412.245
3678,388.284
3679,362.875
3680,354.476
3681,357.808
3682,408.457
3683,399.317
3684,323.293
3685,399.889
3686,363.534
3687,357.389
3688,371.25
3689,340.428
3690,323.221
3691,377.322
3692,363.639
3693,367.144
3694,330.736
3695,365.077
3696,345.216
3697,330.024
3698,381.082
3699,383.014
3700,362.572
3701,335.683
3702,355.654
3703,338.697
3704,340.567
3705,355.111
3706,373.822
3707,374.139
3708,353.375
3709,411.389
3710,373.75
3711,349.212
3712,375.894
3713,355.332
3714,379.548
3715,387.514
3716,349.159
3717,318.75
3718,351.327
3719,310.942
3720,381.524
3721,381.082
3722,388.514
3723,361.947
3724,347.894
3725,331.37
3726,331.606
3727,339.817
3728,373.971
3729,392.894
3730,342.63
3731,357.99
3732,349.76
3733,337.918
3734,393.543
3735,354.562
3736,358.163
3737,386.611
3738,358.245
3739,358.438
3740,350.788
3741,338.745
3742,388.784
3743,417.635
3744,409.274
3745,424.736
3746,394.851
3747,381.317
3748,365.803
3749,365.038
3750,390.312
3751,362.062
3752,400.899
3753,401.918
3754,346.5
3755,364.077
3756,366.087
3757,390.37
3758,404.24
3759,404.894
3760,338.298
3761,390.029
3762,335.553
3763,365.856
3764,357.524
3765,383.505
3766,347.212
3767,362.101
3768,342.409
3769,345.24
3770,325.596
3771,312.38
3772,348.072
3773,362.793
3774,332.74
3775,354.486
3776,343.351
3777,329.889
3778,351.861
3779,354.798
3780,380.014
3781,382.529
3782,355.562
3783,368.197
3784,357.212
3785,342.942
3786,327.183
3787,355.817
3788,368.851
3789,362.197
3790,335.707
3791,371.851
3792,371.361
3793,329.476
3794,346.942
3795,330.99
3796,367.13
3797,384.337
3798,374.938
3799,337.962
3800,330.221
3801,295.697
3802,380.49
3803,390.356
3804,366.457
3805,395.62
3806,385.534
3807,362.38
3808,333.466
3809,329.207
3810,343.928
3811,388.577
3812,353.947
3813,360.255
3814,341.817
3815,345.673
3816,345.096
3817,339.245
3818,362.596
3819,356.188
3820,353.885
3821,367.255
3822,363.231
3823,371.317
3824,323.75
3825,364.87
3826,378.558
3827,380.673
3828,340.774
3829,359.481
3830,348.601
3831,351.841
3832,387.322
3833,376.966
3834,398.082
3835,362.303
3836,335.264
3837,350.938
3838,335.029
3839,375.976
3840,396.365
3841,389.034
3842,388.135
3843,357.26
3844,333.01
3845,343.913
3846,386.812
3847,388.139
3848,370.986
3849,352.423
3850,347.817
3851,327.788
3852,309.51
3853,339.779
3854,348.053
3855,376.351
3856,339.476
3857,360.909
3858,375.837
3859,335.817
3860,312.577
3861,322.519
3862,334
3863,337.966
3864,346.245
3865,330.202
3866,335.163
3867,314.62
3868,358.346
3869,380.774
3870,372.183
3871,369.274
3872,359.188
3873,327.942
3874,321.385
3875,347.125
3876,379.779
3877,368.832
3878,345.221
3879,376.274
3880,343.673
3881,339.721
3882,362.846
3883,392.13
3884,396.25
3885,396.88
3886,355.264
3887,380.875
3888,339.207
3889,334.087
3890,335.832
3891,384.952
3892,387.625
3893,406.014
3894,326.76
3895,364.909
3896,350.375
3897,349.822
3898,329.389
3899,395.976
3900,380.216
3901,358.721
3902,383.245
3903,337.279
3904,355.558
3905,400.639
3906,399.01
3907,340.514
3908,353.288
3909,364.702
3910,376.856
3911,368.125
3912,369.322
3913,373.38
3914,371.995
3915,359.5
3916,344.125
3917,354.841
3918,368.332
3919,325.159
3920,357.678
3921,371.889
3922,390.538
3923,390.072
3924,398.889
3925,340.51
3926,359.668
3927,424.817
3928,384.606
3929,368.385
3930,367.957
3931,350.346
3932,354.005
3933,318.596
3934,360.115
3935,361.202
3936,366.567
3937,357.404
3938,362.471
3939,354.462
3940,378.404
3941,333
3942,362.812
3943,346.63
3944,368.361
3945,353.221
3946,361.976
3947,350.832
3948,346.832
3949,351.375
3950,350.966
3951,368.346
3952,364.269
3953,362.889
3954,353.769
3955,327.38
3956,324.486
3957,341.433
3958,357.308
3959,340.197
3960,336.255
3961,353.452
3962,354.413
3963,328.913
3964,358.769
3965,347.846
3966,355.005
3967,339.529
3968,366.452
3969,366.077
3970,352.188
3971,343.019
3972,386.043
3973,371.409
3974,389.942
3975,354.601
3976,386.053
3977,338.76
3978,357.601
3979,360.37
3980,348.394
3981,398.904
3982,402.279
3983,382.269
3984,362.558
3985,364.221
3986,330.293
3987,336.995
3988,355.611
3989,384.51
3990,350.067
3991,365.697
3992,365.096
3993,357.038
3994,349.062
3995,376.784
3996,390.255
3997,356.409
3998,388.702
3999,373.38
4000,330.606
4001,371.312
4002,379.486
4003,346.904
4004,357.471
4005,368.462
4006,350.769
4007,375.913
4008,322.428
4009,340.861
4010,379.188
4011,366.125
4012,396.726
4013,357.067
4014,338.029
4015,319.168
4016,352.505
4017,353.183
4018,349.769
4019,388.5
4020,353.716
4021,327.928
4022,354.803
4023,360.659
4024,338.163
4025,338.62
4026,362.317
4027,350.596
4028,380.072
4029,356.144
4030,349.716
4031,357.986
4032,365.62
4033,350.048
4034,402.981
4035,365.524
4036,341.115
4037,319.25
4038,356.029
4039,335.793
4040,360.375
4041,359.466
4042,325.587
4043,341.452
4044,351.111
4045,335.688
4046,353.788
4047,328.226
4048,362.942
4049,393.221
4050,356.793
4051,327.442
4052,334.596
4053,329.784
4054,338.673
4055,329.99
4056,381.76
4057,353.745
4058,313.014
4059,318.111
4060,331.091
4061,327.538
4062,347.24
4063,387.447
4064,354.736
4065,303.803
4066,360.76
4067,295.957
4068,328.053
4069,343
4070,301.438
4071,359.865
4072,375.856
4073,317.745
4074,335.486
4075,322.558
4076,331.678
4077,360.014
4078,367.909
4079,366.947
4080,353.216
4081,378.942
4082,361.774
4083,350.798
4084,350.889
4085,393.428
4086,337.76
4087,364.447
4088,335.764
4089,379.851
